"payment_month","user_id","game_name","total_revenue","new_mrr","expansion_revenue","contraction_revenue","back_from_churn_revenue","churned_revenue","churn_month","language","has_older_device_model","age"
2022-12-01,"7zbxKst2yi3pfdVI8iEChw==",game 3,13.05,,,,13.05,13.05,2023-01-01,ru,false,15
2022-07-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,86.94,86.94,,,,,,uk,false,19
2022-08-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,158.76,,71.82,,,,,uk,false,19
2022-09-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,35.61,,,-123.15,,35.61,2022-10-01,uk,false,19
2022-11-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,33.57,,,,33.57,,,uk,false,19
2022-12-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,117.96,,84.39,,,117.96,2023-01-01,uk,false,19
2022-05-01,"8TTRdxncZg7Nl0tvfwsZng==",game 3,14.25,14.25,,,,14.25,2022-06-01,uk,false,30
2022-03-01,"99X4aLWWjAIgmlXjrXQIgg==",game 3,16.98,16.98,,,,16.98,2022-04-01,ru,false,22
2022-10-01,"9I0ppB2UxsJPIO8BpHQfEw==",game 3,16.17,16.17,,,,,,uk,false,26
2022-11-01,"9I0ppB2UxsJPIO8BpHQfEw==",game 3,26.76,,10.59,,,26.76,2022-12-01,uk,false,26
2022-05-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,12.48,12.48,,,,,,ru,false,24
2022-06-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,88.08,,75.60,,,,,ru,false,24
2022-07-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,120.75,,32.67,,,,,ru,false,24
2022-08-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,46.29,,,-74.46,,,,ru,false,24
2022-09-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,15.63,,,-30.66,,,,ru,false,24
2022-10-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,17.37,,1.74,,,,,ru,false,24
2022-11-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,71.52,,54.15,,,,,ru,false,24
2022-12-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,30.12,,,-41.40,,30.12,2023-01-01,ru,false,24
2022-11-01,"9U26VpwYC1aliSUokeNK6A==",game 3,53.07,53.07,,,,,,uk,false,34
2022-12-01,"9U26VpwYC1aliSUokeNK6A==",game 3,14.34,,,-38.73,,14.34,2023-01-01,uk,false,34
2022-03-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,45.27,45.27,,,,,,uk,false,24
2022-04-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,13.95,,,-31.32,,13.95,2022-05-01,uk,false,24
2022-06-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,107.40,,,,107.40,,,uk,false,24
2022-07-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,64.44,,,-42.96,,,,uk,false,24
2022-08-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,15.21,,,-49.23,,,,uk,false,24
2022-09-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,19.56,,4.35,,,,,uk,false,24
2022-10-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,65.43,,45.87,,,65.43,2022-11-01,uk,false,24
2022-08-01,A6QTeGOKjaGkGkRCFqNybw==,game 3,43.86,43.86,,,,43.86,2022-09-01,ru,false,33
2022-12-01,A8lK1Lccnv65sGqBkfP2iw==,game 3,16.08,16.08,,,,16.08,2023-01-01,uk,false,15
2022-08-01,ABuPH1LovAomZwU+2iw0Lw==,game 3,51.00,51.00,,,,,,uk,false,18
2022-09-01,ABuPH1LovAomZwU+2iw0Lw==,game 3,19.56,,,-31.44,,19.56,2022-10-01,uk,false,18
2022-11-01,ABuPH1LovAomZwU+2iw0Lw==,game 3,105.99,,,,105.99,,,uk,false,18
2022-12-01,ABuPH1LovAomZwU+2iw0Lw==,game 3,47.10,,,-58.89,,47.10,2023-01-01,uk,false,18
2022-05-01,an5Xsrpir8vvhTb50gnppQ==,game 3,15.51,15.51,,,,15.51,2022-06-01,uk,false,43
2022-07-01,An7gG7hfETivAjfokQv3Ww==,game 3,45.03,45.03,,,,,,uk,false,23
2022-08-01,An7gG7hfETivAjfokQv3Ww==,game 3,90.99,,45.96,,,,,uk,false,23
2022-09-01,An7gG7hfETivAjfokQv3Ww==,game 3,47.52,,,-43.47,,,,uk,false,23
2022-10-01,An7gG7hfETivAjfokQv3Ww==,game 3,18.9,,,-28.62,,,,uk,false,23
2022-11-01,An7gG7hfETivAjfokQv3Ww==,game 3,61.29,,42.39,,,,,uk,false,23
2022-12-01,An7gG7hfETivAjfokQv3Ww==,game 3,17.61,,,-43.68,,17.61,2023-01-01,uk,false,23
2022-03-01,AN9at3LlvDamqXq8dvHD4w==,game 3,42.03,42.03,,,,,,ru,false,24
2022-04-01,AN9at3LlvDamqXq8dvHD4w==,game 3,64.50,,22.47,,,,,ru,false,24
2022-05-01,AN9at3LlvDamqXq8dvHD4w==,game 3,66.57,,2.07,,,,,ru,false,24
2022-06-01,AN9at3LlvDamqXq8dvHD4w==,game 3,18.99,,,-47.58,,,,ru,false,24
2022-07-01,AN9at3LlvDamqXq8dvHD4w==,game 3,13.71,,,-5.28,,,,ru,false,24
2022-08-01,AN9at3LlvDamqXq8dvHD4w==,game 3,43.23,,29.52,,,,,ru,false,24
2022-09-01,AN9at3LlvDamqXq8dvHD4w==,game 3,63.93,,20.70,,,,,ru,false,24
2022-10-01,AN9at3LlvDamqXq8dvHD4w==,game 3,13.83,,,-50.10,,,,ru,false,24
2022-11-01,AN9at3LlvDamqXq8dvHD4w==,game 3,68.97,,55.14,,,,,ru,false,24
2022-12-01,AN9at3LlvDamqXq8dvHD4w==,game 3,59.94,,,-9.03,,59.94,2023-01-01,ru,false,24
2022-11-01,/ANyXfGUGtUS/bPw0/nW/w==,game 3,33.06,33.06,,,,33.06,2022-12-01,uk,false,28
2022-04-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,15.21,15.21,,,,,,ru,false,20
2022-05-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,39.30,,24.09,,,,,ru,false,20
2022-06-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,19.08,,,-20.22,,19.08,2022-07-01,ru,false,20
2022-09-01,aujnuJ9eBYK+yGF15TtUkw==,game 2,33.57,33.57,,,,,,en,false,35
2022-10-01,aujnuJ9eBYK+yGF15TtUkw==,game 2,12.69,,,-20.88,,12.69,2022-11-01,en,false,35
2022-09-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,18.33,18.33,,,,,,en,false,28
2022-10-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,25.77,,7.44,,,,,en,false,28
2022-11-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,122.97,,97.20,,,,,en,false,28
2022-12-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,32.79,,,-90.18,,32.79,2023-01-01,en,false,28
2022-10-01,+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,69.90,69.90,,,,,,ru,false,16
2022-11-01,+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,43.08,,,-26.82,,43.08,2022-12-01,ru,false,16
2022-03-01,b3TBQFxyCxxypmPajF+jXw==,game 3,13.98,13.98,,,,,,uk,true,15
2022-04-01,b3TBQFxyCxxypmPajF+jXw==,game 3,14.82,,0.84,,,,,uk,true,15
2022-05-01,b3TBQFxyCxxypmPajF+jXw==,game 3,28.68,,13.86,,,,,uk,true,15
2022-06-01,b3TBQFxyCxxypmPajF+jXw==,game 3,71.31,,42.63,,,71.31,2022-07-01,uk,true,15
2022-03-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,15.3,15.3,,,,,,ru,false,23
2022-04-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,63.60,,48.30,,,63.60,2022-05-01,ru,false,23
2022-06-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,96.33,,,,96.33,,,ru,false,23
2022-07-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,20.79,,,-75.54,,,,ru,false,23
2022-08-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,64.80,,44.01,,,,,ru,false,23
2022-09-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,44.67,,,-20.13,,,,ru,false,23
2022-10-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,59.28,,14.61,,,59.28,2022-11-01,ru,false,23
2022-12-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,20.64,,,,20.64,20.64,2023-01-01,ru,false,23
2022-11-01,B4tGKx0IrkPGAUEnO6mMNA==,game 3,55.08,55.08,,,,,,uk,false,19
2022-12-01,B4tGKx0IrkPGAUEnO6mMNA==,game 3,14.37,,,-40.71,,14.37,2023-01-01,uk,false,19
2022-05-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,94.11,94.11,,,,,,ru,false,17
2022-06-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,41.07,,,-53.04,,,,ru,false,17
2022-07-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,15.21,,,-25.86,,,,ru,false,17
2022-08-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,73.38,,58.17,,,,,ru,false,17
2022-09-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,18.24,,,-55.14,,,,ru,false,17
2022-10-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,46.20,,27.96,,,,,ru,false,17
2022-11-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,102.18,,55.98,,,,,ru,false,17
2022-12-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,42.21,,,-59.97,,42.21,2023-01-01,ru,false,17
2022-07-01,B7ziVc7jLVg/+snNIp3hLQ==,game 3,13.71,13.71,,,,13.71,2022-08-01,uk,false,19
2022-11-01,b85g/xLxpBpMH/joxym4fA==,game 3,26.94,26.94,,,,26.94,2022-12-01,uk,false,28
2022-05-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,39.96,39.96,,,,39.96,2022-06-01,uk,true,21
2022-10-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,56.28,,,,56.28,56.28,2022-11-01,uk,true,21
2022-10-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,37.08,37.08,,,,,,ru,false,17
2022-11-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,53.07,,15.99,,,,,ru,false,17
2022-12-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,121.41,,68.34,,,121.41,2023-01-01,ru,false,17
2022-08-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,27.60,27.60,,,,,,uk,false,28
2022-09-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,29.07,,1.47,,,,,uk,false,28
2022-10-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,12.21,,,-16.86,,,,uk,false,28
2022-11-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,15.69,,3.48,,,,,uk,false,28
2022-12-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,39.48,,23.79,,,39.48,2023-01-01,uk,false,28
2022-03-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,89.22,89.22,,,,89.22,2022-04-01,uk,true,18
2022-05-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,30.72,,,,30.72,,,uk,true,18
2022-06-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,31.38,,0.66,,,,,uk,true,18
2022-07-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,106.59,,75.21,,,,,uk,true,18
2022-08-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,73.38,,,-33.21,,,,uk,true,18
2022-09-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,76.02,,2.64,,,,,uk,true,18
2022-10-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,96.84,,20.82,,,96.84,2022-11-01,uk,true,18
2022-05-01,BDvlXttM/hbupcLic+5ZWg==,game 3,12.93,12.93,,,,,,uk,false,29
2022-06-01,BDvlXttM/hbupcLic+5ZWg==,game 3,46.53,,33.60,,,46.53,2022-07-01,uk,false,29
2022-08-01,BDvlXttM/hbupcLic+5ZWg==,game 3,13.59,,,,13.59,,,uk,false,29
2022-09-01,BDvlXttM/hbupcLic+5ZWg==,game 3,41.55,,27.96,,,,,uk,false,29
2022-10-01,BDvlXttM/hbupcLic+5ZWg==,game 3,12.9,,,-28.65,,,,uk,false,29
2022-11-01,BDvlXttM/hbupcLic+5ZWg==,game 3,58.98,,46.08,,,,,uk,false,29
2022-12-01,BDvlXttM/hbupcLic+5ZWg==,game 3,13.5,,,-45.48,,13.5,2023-01-01,uk,false,29
2022-09-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,15.57,15.57,,,,,,uk,false,30
2022-10-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,47.22,,31.65,,,,,uk,false,30
2022-11-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,53.52,,6.30,,,53.52,2022-12-01,uk,false,30
2022-10-01,bF11PeUgiQ6ebhHTaDNDJA==,game 3,18.78,18.78,,,,18.78,2022-11-01,ru,false,33
2022-07-01,BH4aptg763J0WNnw0OS9hw==,game 3,15.21,15.21,,,,15.21,2022-08-01,ru,false,18
2022-04-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,30.66,30.66,,,,30.66,2022-05-01,ru,false,18
2022-06-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,113.76,,,,113.76,113.76,2022-07-01,ru,false,18
2022-09-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,21.51,,,,21.51,21.51,2022-10-01,ru,false,18
2022-09-01,BLnx9pj0y+SVkckLR/01qw==,game 3,41.55,41.55,,,,,,uk,false,25
2022-10-01,BLnx9pj0y+SVkckLR/01qw==,game 3,85.20,,43.65,,,,,uk,false,25
2022-11-01,BLnx9pj0y+SVkckLR/01qw==,game 3,43.92,,,-41.28,,,,uk,false,25
2022-12-01,BLnx9pj0y+SVkckLR/01qw==,game 3,14.37,,,-29.55,,14.37,2023-01-01,uk,false,25
2022-08-01,BOcGlFXXESDUbttxDzQIQw==,game 3,88.29,88.29,,,,,,uk,false,32
2022-09-01,BOcGlFXXESDUbttxDzQIQw==,game 3,99.45,,11.16,,,,,uk,false,32
2022-10-01,BOcGlFXXESDUbttxDzQIQw==,game 3,58.14,,,-41.31,,,,uk,false,32
2022-11-01,BOcGlFXXESDUbttxDzQIQw==,game 3,27.42,,,-30.72,,,,uk,false,32
2022-12-01,BOcGlFXXESDUbttxDzQIQw==,game 3,16.89,,,-10.53,,16.89,2023-01-01,uk,false,32
2022-05-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,65.73,65.73,,,,,,uk,true,14
2022-06-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,46.20,,,-19.53,,,,uk,true,14
2022-07-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,12.9,,,-33.30,,,,uk,true,14
2022-08-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,35.79,,22.89,,,35.79,2022-09-01,uk,true,14
2022-10-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,27.00,,,,27.00,,,uk,true,14
2022-11-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,49.92,,22.92,,,,,uk,true,14
2022-12-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,27.42,,,-22.50,,27.42,2023-01-01,uk,true,14
2022-09-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,14.55,14.55,,,,,,uk,false,23
2022-10-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,91.83,,77.28,,,91.83,2022-11-01,uk,false,23
2022-12-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,80.58,,,,80.58,80.58,2023-01-01,uk,false,23
2022-08-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,15.78,15.78,,,,,,uk,false,18
2022-09-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,71.82,,56.04,,,,,uk,false,18
2022-10-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,83.16,,11.34,,,,,uk,false,18
2022-11-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,26.16,,,-57.00,,,,uk,false,18
2022-12-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,14.28,,,-11.88,,14.28,2023-01-01,uk,false,18
2022-07-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,14.25,14.25,,,,14.25,2022-08-01,uk,false,40
2022-11-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,29.22,,,,29.22,,,uk,false,40
2022-12-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,25.83,,,-3.39,,25.83,2023-01-01,uk,false,40
2022-10-01,Cabfx2Uhcg6oOXYHLUa+rg==,game 3,18.84,18.84,,,,18.84,2022-11-01,uk,true,15
2022-03-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,15.84,15.84,,,,,,uk,false,18
2022-04-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,20.76,,4.92,,,20.76,2022-05-01,uk,false,18
2022-11-01,cDaRA0l0GtU4VtTO/DSe1g==,game 3,33.33,33.33,,,,33.33,2022-12-01,uk,false,21
2022-10-01,cf1ykPUohKTUjtI6cAMhVw==,game 2,12.24,12.24,,,,12.24,2022-11-01,ru,true,21
2022-11-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,32.25,32.25,,,,,,uk,false,19
2022-12-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,21.03,,,-11.22,,21.03,2023-01-01,uk,false,19
2022-09-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,43.83,43.83,,,,43.83,2022-10-01,ru,false,24
2022-11-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,56.40,,,,56.40,,,ru,false,24
2022-12-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,60.15,,3.75,,,60.15,2023-01-01,ru,false,24
2022-10-01,cjAwQwy//1xm2O5pNRveqw==,game 3,74.28,74.28,,,,,,ru,false,22
2022-11-01,cjAwQwy//1xm2O5pNRveqw==,game 3,84.24,,9.96,,,,,ru,false,22
2022-12-01,cjAwQwy//1xm2O5pNRveqw==,game 3,12.63,,,-71.61,,12.63,2023-01-01,ru,false,22
2022-07-01,cOCixiBbcAHemYgbNdoTcw==,game 3,68.04,68.04,,,,68.04,2022-08-01,uk,false,20
2022-09-01,cOCixiBbcAHemYgbNdoTcw==,game 3,42.81,,,,42.81,,,uk,false,20
2022-10-01,cOCixiBbcAHemYgbNdoTcw==,game 3,66.09,,23.28,,,,,uk,false,20
2022-11-01,cOCixiBbcAHemYgbNdoTcw==,game 3,82.68,,16.59,,,,,uk,false,20
2022-12-01,cOCixiBbcAHemYgbNdoTcw==,game 3,15.39,,,-67.29,,15.39,2023-01-01,uk,false,20
2022-12-01,cp2QvW7HEEyNYKZRQ+RvyA==,game 3,38.10,38.10,,,,38.10,2023-01-01,uk,false,14
2022-05-01,crKNTIblJ0113SKEtSJQHw==,game 3,93.99,93.99,,,,,,uk,false,16
2022-06-01,crKNTIblJ0113SKEtSJQHw==,game 3,29.97,,,-64.02,,,,uk,false,16
2022-07-01,crKNTIblJ0113SKEtSJQHw==,game 3,107.25,,77.28,,,,,uk,false,16
2022-08-01,crKNTIblJ0113SKEtSJQHw==,game 3,40.47,,,-66.78,,,,uk,false,16
2022-09-01,crKNTIblJ0113SKEtSJQHw==,game 3,51.57,,11.10,,,,,uk,false,16
2022-10-01,crKNTIblJ0113SKEtSJQHw==,game 3,21.24,,,-30.33,,,,uk,false,16
2022-11-01,crKNTIblJ0113SKEtSJQHw==,game 3,48.87,,27.63,,,,,uk,false,16
2022-12-01,crKNTIblJ0113SKEtSJQHw==,game 3,30.00,,,-18.87,,30.00,2023-01-01,uk,false,16
2022-08-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,55.47,55.47,,,,,,uk,false,20
2022-09-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,30.72,,,-24.75,,30.72,2022-10-01,uk,false,20
2022-11-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,23.28,,,,23.28,,,uk,false,20
2022-12-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,24.3,,1.02,,,24.3,2023-01-01,uk,false,20
2022-10-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,72.69,72.69,,,,72.69,2022-11-01,uk,false,19
2022-12-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,48.18,,,,48.18,48.18,2023-01-01,uk,false,19
2022-08-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,42.60,42.60,,,,,,ru,false,19
2022-09-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,26.64,,,-15.96,,,,ru,false,19
2022-10-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,60.12,,33.48,,,,,ru,false,19
2022-11-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,57.24,,,-2.88,,,,ru,false,19
2022-12-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,102.57,,45.33,,,102.57,2023-01-01,ru,false,19
2022-08-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,16.41,16.41,,,,,,uk,false,19
2022-09-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,21.06,,4.65,,,21.06,2022-10-01,uk,false,19
2022-11-01,dAiAPbpgrBYKg4Rn7nbu4g==,game 3,20.85,20.85,,,,20.85,2022-12-01,uk,false,34
2022-06-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,53.55,53.55,,,,,,uk,false,15
2022-07-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,53.31,,,-0.24,,,,uk,false,15
2022-08-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,48.21,,,-5.10,,,,uk,false,15
2022-09-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,54.15,,5.94,,,,,uk,false,15
2022-10-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,70.62,,16.47,,,70.62,2022-11-01,uk,false,15
2022-04-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,60.57,60.57,,,,,,uk,false,21
2022-05-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,31.2,,,-29.37,,,,uk,false,21
2022-06-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,32.37,,1.17,,,,,uk,false,21
2022-07-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,100.83,,68.46,,,,,uk,false,21
2022-08-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,46.71,,,-54.12,,,,uk,false,21
2022-09-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,64.08,,17.37,,,64.08,2022-10-01,uk,false,21
2022-08-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,29.49,29.49,,,,,,uk,false,32
2022-09-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,13.14,,,-16.35,,13.14,2022-10-01,uk,false,32
2022-11-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,19.83,,,,19.83,19.83,2022-12-01,uk,false,32
2022-04-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,50.16,50.16,,,,,,ru,false,23
2022-05-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,37.62,,,-12.54,,,,ru,false,23
2022-06-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,13.89,,,-23.73,,13.89,2022-07-01,ru,false,23
2022-08-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,58.92,,,,58.92,,,ru,false,23
2022-09-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,85.05,,26.13,,,85.05,2022-10-01,ru,false,23
2022-12-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,12.12,,,,12.12,12.12,2023-01-01,ru,false,23
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,game 3,13.89,13.89,,,,13.89,2022-07-01,ru,false,19
2022-04-01,dpfu6t8G4blqMn55KM8bSg==,game 3,33.03,33.03,,,,,,uk,false,16
2022-05-01,dpfu6t8G4blqMn55KM8bSg==,game 3,33.15,,0.12,,,,,uk,false,16
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,game 3,17.64,,,-15.51,,,,uk,false,16
2022-07-01,dpfu6t8G4blqMn55KM8bSg==,game 3,12.03,,,-5.61,,,,uk,false,16
2022-08-01,dpfu6t8G4blqMn55KM8bSg==,game 3,92.13,,80.10,,,,,uk,false,16
2022-09-01,dpfu6t8G4blqMn55KM8bSg==,game 3,61.56,,,-30.57,,,,uk,false,16
2022-10-01,dpfu6t8G4blqMn55KM8bSg==,game 3,112.20,,50.64,,,,,uk,false,16
2022-11-01,dpfu6t8G4blqMn55KM8bSg==,game 3,38.58,,,-73.62,,38.58,2022-12-01,uk,false,16
2022-07-01,dQAFHVkiiCKfawYALbHZeA==,game 3,16.38,16.38,,,,,,uk,false,26
2022-08-01,dQAFHVkiiCKfawYALbHZeA==,game 3,14.64,,,-1.74,,14.64,2022-09-01,uk,false,26
2022-10-01,dQAFHVkiiCKfawYALbHZeA==,game 3,18.0,,,,18.0,18.0,2022-11-01,uk,false,26
2022-04-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,83.19,83.19,,,,,,uk,false,23
2022-05-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,72.15,,,-11.04,,,,uk,false,23
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,86.49,,14.34,,,,,uk,false,23
2022-07-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,120.51,,34.02,,,120.51,2022-08-01,uk,false,23
2022-09-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,15.72,15.72,,,,,,uk,false,29
2022-10-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,13.23,,,-2.49,,13.23,2022-11-01,uk,false,29
2022-07-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,12.15,12.15,,,,12.15,2022-08-01,ru,false,19
2022-10-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,36.63,,,,36.63,,,ru,false,19
2022-11-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,114.96,,78.33,,,,,ru,false,19
2022-12-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,26.58,,,-88.38,,26.58,2023-01-01,ru,false,19
2022-08-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,41.31,41.31,,,,,,uk,false,25
2022-09-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,127.20,,85.89,,,,,uk,false,25
2022-10-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,75.54,,,-51.66,,,,uk,false,25
2022-11-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,14.73,,,-60.81,,,,uk,false,25
2022-12-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,12.51,,,-2.22,,12.51,2023-01-01,uk,false,25
2022-08-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,13.98,13.98,,,,,,uk,false,33
2022-09-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,16.05,,2.07,,,,,uk,false,33
2022-10-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,18.21,,2.16,,,18.21,2022-11-01,uk,false,33
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,33.51,33.51,,,,,,en,false,25
2022-07-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,148.98,,115.47,,,,,en,false,25
2022-08-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,78.39,,,-70.59,,,,en,false,25
