"payment_month","user_id","game_name","total_revenue","new_mrr","expansion_revenue","contraction_revenue","back_from_churn_revenue","churned_revenue","churn_month","language","has_older_device_model","age"
2022-09-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,27.93,,,,27.93,,,uk,false,28
2022-10-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,61.77,,33.84,,,,,uk,false,28
2022-11-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,15.0,,,-46.77,,15.0,2022-12-01,uk,false,28
2022-11-01,iG1GfeiUaaoT1pZksh8QKw==,game 3,13.65,13.65,,,,13.65,2022-12-01,uk,false,39
2022-07-01,iIytnKqiHLJVVoC/S4HgPQ==,game 3,12.51,12.51,,,,12.51,2022-08-01,ru,false,24
2022-06-01,ildaqkizLaFesmkjCvlzmQ==,game 3,54.54,54.54,,,,,,uk,false,24
2022-07-01,ildaqkizLaFesmkjCvlzmQ==,game 3,17.07,,,-37.47,,,,uk,false,24
2022-08-01,ildaqkizLaFesmkjCvlzmQ==,game 3,58.23,,41.16,,,,,uk,false,24
2022-09-01,ildaqkizLaFesmkjCvlzmQ==,game 3,50.19,,,-8.04,,50.19,2022-10-01,uk,false,24
2022-11-01,ildaqkizLaFesmkjCvlzmQ==,game 3,12.12,,,,12.12,12.12,2022-12-01,uk,false,24
2022-04-01,ilnMSoPJHAYMegDX02XG+w==,game 3,54.03,54.03,,,,,,uk,false,25
2022-05-01,ilnMSoPJHAYMegDX02XG+w==,game 3,64.86,,10.83,,,64.86,2022-06-01,uk,false,25
2022-11-01,IS/yKhM20myJT0Ua+1Rk1w==,game 1,30.54,30.54,,,,30.54,2022-12-01,uk,false,26
2022-12-01,iw2tiT4Ar7pk2PlF0Jd6Yw==,game 3,78.00,78.00,,,,78.00,2023-01-01,ru,false,25
2022-03-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,16.14,16.14,,,,,,uk,true,18
2022-04-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,18.42,,2.28,,,,,uk,true,18
2022-05-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,24.99,,6.57,,,,,uk,true,18
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,41.85,,16.86,,,41.85,2022-07-01,uk,true,18
2022-06-01,JBV4ilPNTtWevrqq146kyg==,game 3,16.38,16.38,,,,,,uk,false,43
2022-07-01,JBV4ilPNTtWevrqq146kyg==,game 3,34.59,,18.21,,,34.59,2022-08-01,uk,false,43
2022-05-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,15.06,15.06,,,,15.06,2022-06-01,uk,false,36
2022-08-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,26.31,,,,26.31,26.31,2022-09-01,uk,false,36
2022-11-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,12.6,,,,12.6,12.6,2022-12-01,uk,false,36
2022-12-01,jM8s8LsWXTBSKnIgg7UVjQ==,game 3,12.6,12.6,,,,12.6,2023-01-01,uk,false,30
2022-03-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,122.64,122.64,,,,,,uk,false,25
2022-04-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,56.16,,,-66.48,,,,uk,false,25
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,18.06,,,-38.10,,,,uk,false,25
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,63.39,,45.33,,,63.39,2022-07-01,uk,false,25
2022-08-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,56.10,,,,56.10,56.10,2022-09-01,uk,false,25
2022-10-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,46.89,,,,46.89,,,uk,false,25
2022-11-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,59.04,,12.15,,,59.04,2022-12-01,uk,false,25
2022-09-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,12.12,12.12,,,,,,uk,false,30
2022-10-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,40.92,,28.80,,,,,uk,false,30
2022-11-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,58.32,,17.40,,,58.32,2022-12-01,uk,false,30
2022-07-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,15.45,15.45,,,,,,ru,false,34
2022-08-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,13.65,,,-1.80,,,,ru,false,34
2022-09-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,49.89,,36.24,,,,,ru,false,34
2022-10-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,55.50,,5.61,,,,,ru,false,34
2022-11-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,16.44,,,-39.06,,16.44,2022-12-01,ru,false,34
2022-03-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,17.46,17.46,,,,,,uk,false,20
2022-04-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,58.44,,40.98,,,,,uk,false,20
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,54.27,,,-4.17,,,,uk,false,20
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,66.45,,12.18,,,,,uk,false,20
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,36.21,,,-30.24,,,,uk,false,20
2022-08-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,24.09,,,-12.12,,,,uk,false,20
2022-09-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,42.39,,18.30,,,,,uk,false,20
2022-10-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,78.48,,36.09,,,,,uk,false,20
2022-11-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,25.38,,,-53.10,,,,uk,false,20
2022-12-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,39.99,,14.61,,,39.99,2023-01-01,uk,false,20
2022-08-01,JZddlB04roDQYT2zrRPBcA==,game 3,12.45,12.45,,,,12.45,2022-09-01,uk,false,44
2022-10-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,24.96,24.96,,,,,,uk,false,21
2022-11-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,18.12,,,-6.84,,18.12,2022-12-01,uk,false,21
2022-04-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,41.46,41.46,,,,,,ru,false,19
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,13.26,,,-28.20,,,,ru,false,19
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,14.64,,1.38,,,,,ru,false,19
2022-07-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,38.07,,23.43,,,38.07,2022-08-01,ru,false,19
2022-09-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,31.53,,,,31.53,,,ru,false,19
2022-10-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,16.83,,,-14.70,,16.83,2022-11-01,ru,false,19
2022-08-01,kAGCRMpNBghYDdEZ7r3Ptg==,game 2,12.93,12.93,,,,12.93,2022-09-01,en,false,31
2022-10-01,KFO5m0KyIyGE1D5YZHC8Wg==,game 1,25.71,25.71,,,,25.71,2022-11-01,uk,true,21
2022-12-01,kGxMA4SONgR8wL4JeeX8PQ==,game 3,32.37,32.37,,,,32.37,2023-01-01,uk,false,23
2022-10-01,k+mv8oxK5y+607GU9LGO+A==,game 3,49.65,49.65,,,,,,uk,false,17
2022-11-01,k+mv8oxK5y+607GU9LGO+A==,game 3,32.76,,,-16.89,,32.76,2022-12-01,uk,false,17
2022-10-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,72.36,72.36,,,,,,ru,false,16
2022-11-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,65.40,,,-6.96,,,,ru,false,16
2022-12-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,47.88,,,-17.52,,47.88,2023-01-01,ru,false,16
2022-03-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,38.10,38.10,,,,,,ru,false,15
2022-04-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,59.73,,21.63,,,59.73,2022-05-01,ru,false,15
2022-12-01,L3waZ4UDUTOCMfVcL29lGQ==,game 3,45.06,45.06,,,,45.06,2023-01-01,en,false,29
2022-07-01,L8+KU8u6xftnkFVO501X7w==,game 3,14.04,14.04,,,,,,uk,false,30
2022-08-01,L8+KU8u6xftnkFVO501X7w==,game 3,14.55,,0.51,,,14.55,2022-09-01,uk,false,30
2022-04-01,lCD23Awt3KotauWenCRr5w==,game 3,47.94,47.94,,,,,,uk,false,20
2022-05-01,lCD23Awt3KotauWenCRr5w==,game 3,90.75,,42.81,,,90.75,2022-06-01,uk,false,20
2022-07-01,lCD23Awt3KotauWenCRr5w==,game 3,22.98,,,,22.98,22.98,2022-08-01,uk,false,20
2022-05-01,lGI5+OCzV6nnDMpyZWtZAg==,game 3,17.25,17.25,,,,17.25,2022-06-01,ru,false,18
2022-10-01,lHTzlMgVj6HJZc31yCCDng==,game 3,46.29,46.29,,,,,,uk,false,19
2022-11-01,lHTzlMgVj6HJZc31yCCDng==,game 3,14.73,,,-31.56,,14.73,2022-12-01,uk,false,19
2022-08-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,69.18,69.18,,,,,,uk,false,20
2022-09-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,66.33,,,-2.85,,,,uk,false,20
2022-10-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,23.79,,,-42.54,,23.79,2022-11-01,uk,false,20
2022-12-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,31.38,,,,31.38,31.38,2023-01-01,uk,false,20
2022-09-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,15.78,15.78,,,,,,uk,false,23
2022-10-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,29.31,,13.53,,,,,uk,false,23
2022-11-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,50.76,,21.45,,,,,uk,false,23
2022-12-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,45.60,,,-5.16,,45.60,2023-01-01,uk,false,23
2022-05-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,13.2,13.2,,,,13.2,2022-06-01,uk,false,29
2022-11-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,29.16,,,,29.16,,,uk,false,29
2022-12-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,36.6,,7.44,,,36.6,2023-01-01,uk,false,29
2022-12-01,LuDHi0aoGmgpUtTGreh0fQ==,game 3,12.09,12.09,,,,12.09,2023-01-01,uk,true,22
2022-04-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,82.23,82.23,,,,82.23,2022-05-01,uk,false,21
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,18.66,,,,18.66,,,uk,false,21
2022-07-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,93.36,,74.70,,,,,uk,false,21
2022-08-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,58.50,,,-34.86,,58.50,2022-09-01,uk,false,21
2022-11-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,13.08,,,,13.08,,,uk,false,21
2022-12-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,33.09,,20.01,,,33.09,2023-01-01,uk,false,21
2022-11-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,68.43,68.43,,,,,,uk,true,25
2022-12-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,37.14,,,-31.29,,37.14,2023-01-01,uk,true,25
2022-05-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,86.46,86.46,,,,,,ru,true,17
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,18.54,,,-67.92,,18.54,2022-07-01,ru,true,17
2022-07-01,lx3SsUV7NOrv93tCexVp5A==,game 3,36.21,36.21,,,,,,uk,false,16
2022-08-01,lx3SsUV7NOrv93tCexVp5A==,game 3,17.22,,,-18.99,,,,uk,false,16
2022-09-01,lx3SsUV7NOrv93tCexVp5A==,game 3,23.85,,6.63,,,,,uk,false,16
2022-10-01,lx3SsUV7NOrv93tCexVp5A==,game 3,29.85,,6.00,,,29.85,2022-11-01,uk,false,16
2022-12-01,lx3SsUV7NOrv93tCexVp5A==,game 3,16.2,,,,16.2,16.2,2023-01-01,uk,false,16
2022-07-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,22.77,22.77,,,,,,uk,false,30
2022-08-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,18.84,,,-3.93,,18.84,2022-09-01,uk,false,30
2022-11-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,13.89,,,,13.89,13.89,2022-12-01,uk,false,30
2022-09-01,MAkig8NeMsTs73r6K0uDpA==,game 3,14.55,14.55,,,,,,uk,false,20
2022-10-01,MAkig8NeMsTs73r6K0uDpA==,game 3,48.27,,33.72,,,,,uk,false,20
2022-11-01,MAkig8NeMsTs73r6K0uDpA==,game 3,45.72,,,-2.55,,,,uk,false,20
2022-12-01,MAkig8NeMsTs73r6K0uDpA==,game 3,18.0,,,-27.72,,18.0,2023-01-01,uk,false,20
2022-08-01,mcbWtEz8ADI9GXCi1lfaSA==,game 3,16.05,16.05,,,,16.05,2022-09-01,uk,true,17
2022-11-01,mEqQ5vHXzsdrqHAQT3zs+g==,game 3,12.54,12.54,,,,,,uk,true,25
2022-12-01,mEqQ5vHXzsdrqHAQT3zs+g==,game 3,14.88,,2.34,,,14.88,2023-01-01,uk,true,25
2022-08-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,26.70,26.70,,,,,,uk,false,32
2022-09-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,27.12,,0.42,,,,,uk,false,32
2022-10-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,31.17,,4.05,,,,,uk,false,32
2022-11-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,22.14,,,-9.03,,22.14,2022-12-01,uk,false,32
2022-10-01,MJrNeNCAIVBe/OSRGhrelw==,game 3,69.78,69.78,,,,69.78,2022-11-01,uk,true,21
2022-09-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,15.33,15.33,,,,15.33,2022-10-01,ru,false,27
2022-11-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,21.45,,,,21.45,,,ru,false,27
2022-12-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,12.72,,,-8.73,,12.72,2023-01-01,ru,false,27
2022-10-01,mq7MyR1XHK5rM4mgtKjsgg==,game 3,12.51,12.51,,,,12.51,2022-11-01,uk,false,40
2022-05-01,MRcEXu/KG95hsIyJM/816A==,game 3,37.98,37.98,,,,,,uk,false,32
2022-06-01,MRcEXu/KG95hsIyJM/816A==,game 3,23.4,,,-14.58,,,,uk,false,32
2022-07-01,MRcEXu/KG95hsIyJM/816A==,game 3,14.73,,,-8.67,,,,uk,false,32
2022-08-01,MRcEXu/KG95hsIyJM/816A==,game 3,26.13,,11.40,,,,,uk,false,32
2022-09-01,MRcEXu/KG95hsIyJM/816A==,game 3,14.67,,,-11.46,,,,uk,false,32
2022-10-01,MRcEXu/KG95hsIyJM/816A==,game 3,32.10,,17.43,,,,,uk,false,32
2022-11-01,MRcEXu/KG95hsIyJM/816A==,game 3,37.92,,5.82,,,37.92,2022-12-01,uk,false,32
2022-10-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,43.68,43.68,,,,,,ru,false,29
2022-11-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,17.28,,,-26.40,,,,ru,false,29
2022-12-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,50.28,,33.00,,,50.28,2023-01-01,ru,false,29
2022-08-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,68.43,68.43,,,,,,uk,false,14
2022-09-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,27.54,,,-40.89,,,,uk,false,14
2022-10-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,68.58,,41.04,,,,,uk,false,14
2022-11-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,28.08,,,-40.50,,,,uk,false,14
2022-12-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,32.22,,4.14,,,32.22,2023-01-01,uk,false,14
2022-08-01,mTha7D/MRe45dQaUAEKV3g==,game 3,14.73,14.73,,,,14.73,2022-09-01,uk,false,42
2022-08-01,mXihLMwkG8RgO1jsFnJXnA==,game 3,12.75,12.75,,,,,,uk,false,32
2022-09-01,mXihLMwkG8RgO1jsFnJXnA==,game 3,26.31,,13.56,,,26.31,2022-10-01,uk,false,32
2022-11-01,mY631USB1Y3/I1dHNhoEyA==,game 3,15.3,15.3,,,,,,uk,false,22
2022-12-01,mY631USB1Y3/I1dHNhoEyA==,game 3,36.36,,21.06,,,36.36,2023-01-01,uk,false,22
2022-10-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,77.70,77.70,,,,,,ru,false,16
2022-11-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,42.57,,,-35.13,,,,ru,false,16
2022-12-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,25.74,,,-16.83,,25.74,2023-01-01,ru,false,16
2022-12-01,n8oSWohH4Vi8muIgqbRC+Q==,game 3,26.7,26.7,,,,26.7,2023-01-01,uk,false,14
2022-11-01,NBaV27MmzBu99zAeNFSjUA==,game 3,12.6,12.6,,,,,,uk,false,26
2022-12-01,NBaV27MmzBu99zAeNFSjUA==,game 3,13.38,,0.78,,,13.38,2023-01-01,uk,false,26
2022-10-01,nfIwLLLuemHymdg1HYidrA==,game 3,72.78,72.78,,,,,,uk,false,19
2022-11-01,nfIwLLLuemHymdg1HYidrA==,game 3,64.50,,,-8.28,,,,uk,false,19
2022-12-01,nfIwLLLuemHymdg1HYidrA==,game 3,13.92,,,-50.58,,13.92,2023-01-01,uk,false,19
2022-07-01,ngOdQ8biXsraLxTHS862fw==,game 3,13.92,13.92,,,,13.92,2022-08-01,ru,false,25
2022-07-01,ni2+3lFt9yVqbt5Vtc8BMQ==,game 3,17.76,17.76,,,,17.76,2022-08-01,uk,false,18
2022-11-01,njexPkl3G77JLZwwcq2UVA==,game 3,28.08,28.08,,,,,,uk,false,28
2022-12-01,njexPkl3G77JLZwwcq2UVA==,game 3,18.03,,,-10.05,,18.03,2023-01-01,uk,false,28
2022-04-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,19.11,19.11,,,,,,ru,true,20
2022-05-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,40.62,,21.51,,,40.62,2022-06-01,ru,true,20
2022-08-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,42.84,,,,42.84,42.84,2022-09-01,ru,true,20
2022-10-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,30.57,,,,30.57,,,ru,true,20
2022-11-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,31.08,,0.51,,,31.08,2022-12-01,ru,true,20
2022-03-01,NMmQVq8bB84KydONJjvTfQ==,game 3,15.33,15.33,,,,15.33,2022-04-01,uk,true,18
2022-07-01,NntDesROB4ANrudTCXEScA==,game 3,39.12,39.12,,,,39.12,2022-08-01,ru,false,37
2022-10-01,NntDesROB4ANrudTCXEScA==,game 3,47.79,,,,47.79,,,ru,false,37
2022-11-01,NntDesROB4ANrudTCXEScA==,game 3,27.63,,,-20.16,,27.63,2022-12-01,ru,false,37
2022-09-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,40.38,40.38,,,,40.38,2022-10-01,uk,false,25
2022-11-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,18.39,,,,18.39,,,uk,false,25
2022-12-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,65.64,,47.25,,,65.64,2023-01-01,uk,false,25
2022-09-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,121.02,121.02,,,,,,uk,false,22
2022-10-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,53.82,,,-67.20,,,,uk,false,22
2022-11-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,71.10,,17.28,,,,,uk,false,22
2022-12-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,108.69,,37.59,,,108.69,2023-01-01,uk,false,22
2022-04-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,31.68,31.68,,,,,,uk,false,24
2022-05-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,70.08,,38.40,,,,,uk,false,24
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,65.25,,,-4.83,,,,uk,false,24
2022-07-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,83.70,,18.45,,,,,uk,false,24
2022-08-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,15.33,,,-68.37,,,,uk,false,24
2022-09-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,17.16,,1.83,,,,,uk,false,24
2022-10-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,60.03,,42.87,,,,,uk,false,24
2022-11-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,15.21,,,-44.82,,,,uk,false,24
2022-12-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,125.28,,110.07,,,125.28,2023-01-01,uk,false,24
2022-10-01,nS8ODZHVyaod50PqOekmOw==,game 3,12.6,12.6,,,,12.6,2022-11-01,ru,false,44
2022-03-01,o55dseByUOl9s5IQCz1kuQ==,game 3,23.16,23.16,,,,,,uk,false,22
2022-04-01,o55dseByUOl9s5IQCz1kuQ==,game 3,86.88,,63.72,,,,,uk,false,22
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,game 3,16.44,,,-70.44,,,,uk,false,22
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,game 3,13.26,,,-3.18,,,,uk,false,22
2022-07-01,o55dseByUOl9s5IQCz1kuQ==,game 3,15.03,,1.77,,,,,uk,false,22
2022-08-01,o55dseByUOl9s5IQCz1kuQ==,game 3,15.42,,0.39,,,15.42,2022-09-01,uk,false,22
2022-08-01,O6owe/pXDy1Bk5nfxuCZyw==,game 3,39.30,39.30,,,,39.30,2022-09-01,ru,false,20
2022-09-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,22.14,22.14,,,,,,uk,false,22
2022-10-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,17.64,,,-4.50,,,,uk,false,22
2022-11-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,42.15,,24.51,,,,,uk,false,22
2022-12-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,118.80,,76.65,,,118.80,2023-01-01,uk,false,22
2022-04-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,21.33,21.33,,,,,,en,false,20
2022-05-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,75.90,,54.57,,,,,en,false,20
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,98.37,,22.47,,,,,en,false,20
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,56.04,,,-42.33,,,,en,false,20
2022-08-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,58.02,,1.98,,,,,en,false,20
2022-09-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,35.67,,,-22.35,,35.67,2022-10-01,en,false,20
2022-12-01,oKLGTNuEKW70rLmudZaTGQ==,game 3,32.25,32.25,,,,32.25,2023-01-01,uk,false,18
2022-12-01,omF221BxDxXFh233yUEVeQ==,game 3,22.8,22.8,,,,22.8,2023-01-01,uk,false,27
2022-07-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,12.42,12.42,,,,,,uk,false,30
2022-08-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.2,,0.78,,,13.2,2022-09-01,uk,false,30
2022-11-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.53,,,,13.53,,,uk,false,30
2022-12-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.53,,,,,13.53,2023-01-01,uk,false,30
2022-04-01,orbgZNBGuhZZx63HTAbyIw==,game 3,62.13,62.13,,,,,,uk,false,25
2022-05-01,orbgZNBGuhZZx63HTAbyIw==,game 3,155.97,,93.84,,,,,uk,false,25
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,game 3,117.48,,,-38.49,,,,uk,false,25
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,game 3,69.15,,,-48.33,,,,uk,false,25
2022-08-01,orbgZNBGuhZZx63HTAbyIw==,game 3,141.48,,72.33,,,,,uk,false,25
2022-09-01,orbgZNBGuhZZx63HTAbyIw==,game 3,54.45,,,-87.03,,,,uk,false,25
2022-10-01,orbgZNBGuhZZx63HTAbyIw==,game 3,35.76,,,-18.69,,35.76,2022-11-01,uk,false,25
2022-09-01,ORSvkhCut21rsk0cVtJfJA==,game 3,146.25,146.25,,,,,,uk,false,21
2022-10-01,ORSvkhCut21rsk0cVtJfJA==,game 3,47.61,,,-98.64,,,,uk,false,21
2022-11-01,ORSvkhCut21rsk0cVtJfJA==,game 3,35.31,,,-12.30,,,,uk,false,21
2022-12-01,ORSvkhCut21rsk0cVtJfJA==,game 3,56.22,,20.91,,,56.22,2023-01-01,uk,false,21
2022-08-01,+osJakLn8jv4bzFmPieelw==,game 3,13.29,13.29,,,,,,uk,false,30
2022-09-01,+osJakLn8jv4bzFmPieelw==,game 3,43.92,,30.63,,,,,uk,false,30
2022-10-01,+osJakLn8jv4bzFmPieelw==,game 3,21.06,,,-22.86,,,,uk,false,30
2022-11-01,+osJakLn8jv4bzFmPieelw==,game 3,12.45,,,-8.61,,,,uk,false,30
2022-12-01,+osJakLn8jv4bzFmPieelw==,game 3,31.32,,18.87,,,31.32,2023-01-01,uk,false,30
2022-07-01,OtAfKAtIU2D/ISKleQ64ug==,game 3,14.55,14.55,,,,14.55,2022-08-01,uk,false,38
2022-12-01,OU1FxSli7e6szUGr2+7M9A==,game 3,75.39,75.39,,,,75.39,2023-01-01,uk,false,25
2022-04-01,OwODWxXcsV4bBnhONiLkwg==,game 3,14.37,14.37,,,,14.37,2022-05-01,uk,false,25
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,17.76,17.76,,,,,,ru,false,18
2022-07-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,28.35,,10.59,,,,,ru,false,18
2022-08-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,36.54,,8.19,,,36.54,2022-09-01,ru,false,18
2022-10-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,42.90,,,,42.90,42.90,2022-11-01,ru,false,18
2022-12-01,OYDRFRAiT1uYAqbWXOwRfw==,game 3,82.14,82.14,,,,82.14,2023-01-01,en,false,24
2022-07-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,22.02,22.02,,,,,,uk,false,25
2022-08-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,14.85,,,-7.17,,14.85,2022-09-01,uk,false,25
2022-10-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,39.69,,,,39.69,39.69,2022-11-01,uk,false,25
2022-12-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,58.35,,,,58.35,58.35,2023-01-01,uk,false,25
2022-12-01,pA81NE5UM892xwiOsE375g==,game 3,27.84,27.84,,,,27.84,2023-01-01,uk,false,19
2022-05-01,pLOCMIX+imLIzoDehgdOPA==,game 3,68.16,68.16,,,,,,uk,false,22
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,game 3,55.53,,,-12.63,,,,uk,false,22
2022-07-01,pLOCMIX+imLIzoDehgdOPA==,game 3,151.44,,95.91,,,,,uk,false,22
2022-08-01,pLOCMIX+imLIzoDehgdOPA==,game 3,129.75,,,-21.69,,,,uk,false,22
