"payment_month","user_id","game_name","revenue_amount","revenue_type","language","has_older_device_model","age"
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,game 3,-36.06,contraction_revenue,uk,false,14
2022-10-01,GEAVJz1gd3SThbDZR01fcA==,game 3,-26.22,contraction_revenue,uk,false,14
2022-08-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,-30.18,contraction_revenue,uk,false,23
2022-09-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,-22.92,contraction_revenue,uk,false,23
2022-11-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,-21.54,contraction_revenue,uk,false,23
2022-05-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,-67.29,contraction_revenue,uk,false,16
2022-07-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,-45.96,contraction_revenue,uk,false,16
2022-11-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,-76.14,contraction_revenue,uk,false,16
2022-12-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,-48.75,contraction_revenue,uk,false,16
2022-08-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,-76.23,contraction_revenue,ru,false,18
2022-09-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,-18.27,contraction_revenue,ru,false,18
2022-11-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,-53.49,contraction_revenue,ru,false,18
2022-11-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,-21.66,contraction_revenue,uk,true,25
2022-05-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,-22.17,contraction_revenue,ru,false,21
2022-08-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,-17.4,contraction_revenue,ru,false,21
2022-10-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,-38.22,contraction_revenue,ru,false,21
2022-11-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,-29.34,contraction_revenue,ru,false,21
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,-14.49,contraction_revenue,ru,false,30
2022-08-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,-57.78,contraction_revenue,uk,false,20
2022-09-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,-49.95,contraction_revenue,uk,false,20
2022-10-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,-38.85,contraction_revenue,uk,false,20
2022-12-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,-23.34,contraction_revenue,uk,false,20
2022-10-01,gxZPbCoYIu8slavUm05KGA==,game 3,-14.91,contraction_revenue,ru,false,14
2022-05-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,-12.09,contraction_revenue,uk,false,30
2022-07-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,-18.12,contraction_revenue,uk,false,30
2022-05-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,-15.6,contraction_revenue,ru,true,24
2022-08-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,-36.27,contraction_revenue,ru,true,24
2022-09-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,-20.91,contraction_revenue,ru,true,24
2022-10-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,-19.02,contraction_revenue,ru,true,24
2022-08-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,-32.13,contraction_revenue,ru,false,18
2022-10-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,-55.11,contraction_revenue,ru,false,18
2022-11-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,-12.81,contraction_revenue,uk,false,17
2022-05-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,-20.85,contraction_revenue,ru,false,17
2022-05-01,hRkRI5YBVIH6bbqIDTbung==,game 3,-16.44,contraction_revenue,uk,false,19
2022-09-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,-36.90,contraction_revenue,uk,false,19
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,-66.96,contraction_revenue,uk,false,15
2022-07-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,-41.67,contraction_revenue,uk,false,15
2022-09-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,-42.72,contraction_revenue,uk,false,15
2022-10-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,-38.40,contraction_revenue,uk,false,15
2022-12-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,-17.52,contraction_revenue,uk,false,15
2022-09-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,-41.91,contraction_revenue,uk,true,18
2022-11-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,-31.98,contraction_revenue,uk,true,18
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,-103.14,contraction_revenue,uk,false,19
2022-07-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,-84.45,contraction_revenue,uk,false,19
2022-08-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,-54.24,contraction_revenue,uk,false,19
2022-09-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,-41.61,contraction_revenue,uk,false,19
2022-08-01,iFFApiXZ2wPdS666BLpKZw==,game 3,-18.42,contraction_revenue,uk,false,18
2022-10-01,iFFApiXZ2wPdS666BLpKZw==,game 3,-15.48,contraction_revenue,uk,false,18
2022-11-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,-15.0,contraction_revenue,uk,false,28
2022-07-01,ildaqkizLaFesmkjCvlzmQ==,game 3,-17.07,contraction_revenue,uk,false,24
2022-09-01,ildaqkizLaFesmkjCvlzmQ==,game 3,-50.19,contraction_revenue,uk,false,24
2022-04-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,-56.16,contraction_revenue,uk,false,25
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,-18.06,contraction_revenue,uk,false,25
2022-08-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,-13.65,contraction_revenue,ru,false,34
2022-11-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,-16.44,contraction_revenue,ru,false,34
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,-54.27,contraction_revenue,uk,false,20
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,-36.21,contraction_revenue,uk,false,20
2022-08-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,-24.09,contraction_revenue,uk,false,20
2022-11-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,-25.38,contraction_revenue,uk,false,20
2022-11-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,-18.12,contraction_revenue,uk,false,21
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,-13.26,contraction_revenue,ru,false,19
2022-10-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,-16.83,contraction_revenue,ru,false,19
2022-11-01,k+mv8oxK5y+607GU9LGO+A==,game 3,-32.76,contraction_revenue,uk,false,17
2022-11-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,-65.40,contraction_revenue,ru,false,16
2022-12-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,-47.88,contraction_revenue,ru,false,16
2022-11-01,lHTzlMgVj6HJZc31yCCDng==,game 3,-14.73,contraction_revenue,uk,false,19
2022-09-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,-66.33,contraction_revenue,uk,false,20
2022-10-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,-23.79,contraction_revenue,uk,false,20
2022-12-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,-45.60,contraction_revenue,uk,false,23
2022-08-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,-58.50,contraction_revenue,uk,false,21
2022-12-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,-37.14,contraction_revenue,uk,true,25
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,-18.54,contraction_revenue,ru,true,17
2022-08-01,lx3SsUV7NOrv93tCexVp5A==,game 3,-17.22,contraction_revenue,uk,false,16
2022-08-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,-18.84,contraction_revenue,uk,false,30
2022-11-01,MAkig8NeMsTs73r6K0uDpA==,game 3,-45.72,contraction_revenue,uk,false,20
2022-12-01,MAkig8NeMsTs73r6K0uDpA==,game 3,-18.0,contraction_revenue,uk,false,20
2022-11-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,-22.14,contraction_revenue,uk,false,32
2022-12-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,-12.72,contraction_revenue,ru,false,27
2022-06-01,MRcEXu/KG95hsIyJM/816A==,game 3,-23.4,contraction_revenue,uk,false,32
2022-07-01,MRcEXu/KG95hsIyJM/816A==,game 3,-14.73,contraction_revenue,uk,false,32
2022-09-01,MRcEXu/KG95hsIyJM/816A==,game 3,-14.67,contraction_revenue,uk,false,32
2022-11-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,-17.28,contraction_revenue,ru,false,29
2022-09-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,-27.54,contraction_revenue,uk,false,14
2022-11-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,-28.08,contraction_revenue,uk,false,14
2022-11-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,-42.57,contraction_revenue,ru,false,16
2022-12-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,-25.74,contraction_revenue,ru,false,16
2022-11-01,nfIwLLLuemHymdg1HYidrA==,game 3,-64.50,contraction_revenue,uk,false,19
2022-12-01,nfIwLLLuemHymdg1HYidrA==,game 3,-13.92,contraction_revenue,uk,false,19
2022-12-01,njexPkl3G77JLZwwcq2UVA==,game 3,-18.03,contraction_revenue,uk,false,28
2022-11-01,NntDesROB4ANrudTCXEScA==,game 3,-27.63,contraction_revenue,ru,false,37
2022-10-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,-53.82,contraction_revenue,uk,false,22
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,-65.25,contraction_revenue,uk,false,24
2022-08-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,-15.33,contraction_revenue,uk,false,24
2022-11-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,-15.21,contraction_revenue,uk,false,24
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,game 3,-16.44,contraction_revenue,uk,false,22
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,game 3,-13.26,contraction_revenue,uk,false,22
2022-10-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,-17.64,contraction_revenue,uk,false,22
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,-56.04,contraction_revenue,en,false,20
2022-09-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,-35.67,contraction_revenue,en,false,20
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,game 3,-117.48,contraction_revenue,uk,false,25
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,game 3,-69.15,contraction_revenue,uk,false,25
2022-09-01,orbgZNBGuhZZx63HTAbyIw==,game 3,-54.45,contraction_revenue,uk,false,25
2022-10-01,orbgZNBGuhZZx63HTAbyIw==,game 3,-35.76,contraction_revenue,uk,false,25
2022-10-01,ORSvkhCut21rsk0cVtJfJA==,game 3,-47.61,contraction_revenue,uk,false,21
2022-11-01,ORSvkhCut21rsk0cVtJfJA==,game 3,-35.31,contraction_revenue,uk,false,21
2022-10-01,+osJakLn8jv4bzFmPieelw==,game 3,-21.06,contraction_revenue,uk,false,30
2022-11-01,+osJakLn8jv4bzFmPieelw==,game 3,-12.45,contraction_revenue,uk,false,30
2022-08-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,-14.85,contraction_revenue,uk,false,25
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,game 3,-55.53,contraction_revenue,uk,false,22
2022-08-01,pLOCMIX+imLIzoDehgdOPA==,game 3,-129.75,contraction_revenue,uk,false,22
2022-09-01,pLOCMIX+imLIzoDehgdOPA==,game 3,-109.89,contraction_revenue,uk,false,22
2022-10-01,pLOCMIX+imLIzoDehgdOPA==,game 3,-46.80,contraction_revenue,uk,false,22
2022-12-01,pLOCMIX+imLIzoDehgdOPA==,game 3,-41.85,contraction_revenue,uk,false,22
2022-04-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,-19.5,contraction_revenue,ru,false,24
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,-52.77,contraction_revenue,ru,false,24
2022-08-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,-36.57,contraction_revenue,ru,false,24
2022-10-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,-19.23,contraction_revenue,uk,false,34
2022-11-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,-13.74,contraction_revenue,uk,false,34
2022-11-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,-15.78,contraction_revenue,uk,false,17
2022-09-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,-61.98,contraction_revenue,uk,false,15
2022-10-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,-33.0,contraction_revenue,uk,false,15
2022-08-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,-48.51,contraction_revenue,uk,false,20
2022-10-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,-17.67,contraction_revenue,uk,false,20
2022-12-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,-28.32,contraction_revenue,uk,false,20
2022-08-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,-42.87,contraction_revenue,ru,false,37
2022-09-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,-16.98,contraction_revenue,ru,false,37
2022-08-01,QoHEss2e+b385deeX2p39Q==,game 3,-71.43,contraction_revenue,ru,false,22
2022-09-01,QoHEss2e+b385deeX2p39Q==,game 3,-59.07,contraction_revenue,ru,false,22
2022-10-01,QoHEss2e+b385deeX2p39Q==,game 3,-13.47,contraction_revenue,ru,false,22
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,-36.84,contraction_revenue,ru,false,19
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,-27.03,contraction_revenue,ru,false,19
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,-46.89,contraction_revenue,uk,false,21
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,-41.88,contraction_revenue,en,false,16
2022-10-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,-130.92,contraction_revenue,en,false,16
2022-07-01,r9AjQVS2nstu5lpVmDlihA==,game 3,-24.84,contraction_revenue,ru,false,22
2022-10-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,-23.52,contraction_revenue,uk,true,18
2022-09-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,-35.55,contraction_revenue,uk,false,21
2022-10-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,-32.85,contraction_revenue,uk,false,21
2022-09-01,RQBsCvxlogTNUidSygqgcQ==,game 3,-45.39,contraction_revenue,uk,false,28
2022-12-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,-12.6,contraction_revenue,uk,false,30
2022-08-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,-42.51,contraction_revenue,uk,true,18
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,game 3,-12.15,contraction_revenue,uk,false,34
2022-07-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,-19.98,contraction_revenue,uk,false,29
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,-27.87,contraction_revenue,uk,false,22
2022-10-01,sQqTFx1o31w2foAIr2LKNw==,game 3,-16.86,contraction_revenue,uk,false,32
2022-10-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,-42.03,contraction_revenue,uk,false,16
2022-11-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,-17.16,contraction_revenue,uk,false,16
2022-04-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,-16.8,contraction_revenue,ru,false,25
2022-10-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,-29.67,contraction_revenue,ru,false,25
2022-11-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,-14.19,contraction_revenue,ru,false,25
2022-12-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,-21.6,contraction_revenue,uk,false,23
2022-11-01,tBFTAZra3r5TkHhDubnYyg==,game 3,-39.99,contraction_revenue,uk,false,19
2022-12-01,tBFTAZra3r5TkHhDubnYyg==,game 3,-16.83,contraction_revenue,uk,false,19
2022-07-01,to3TWHIKMGoINAlfTdWn+w==,game 3,-15.87,contraction_revenue,uk,false,28
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,-27.42,contraction_revenue,ru,false,20
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,-14.07,contraction_revenue,ru,false,20
2022-12-01,UdsILd3VPsla6C2r+wytbA==,game 3,-31.14,contraction_revenue,uk,false,31
2022-07-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,-41.01,contraction_revenue,ru,false,17
2022-10-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,-14.85,contraction_revenue,ru,false,17
2022-10-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,-38.1,contraction_revenue,uk,false,16
2022-12-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,-28.98,contraction_revenue,uk,false,26
2022-11-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,-29.70,contraction_revenue,uk,true,18
2022-12-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,-18.9,contraction_revenue,uk,true,18
2022-04-01,V7J42heW8l19wiBJ8UpRyw==,game 3,-36.84,contraction_revenue,ru,false,25
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,game 3,-31.95,contraction_revenue,ru,false,25
2022-09-01,V7J42heW8l19wiBJ8UpRyw==,game 3,-54.24,contraction_revenue,ru,false,25
2022-11-01,V7J42heW8l19wiBJ8UpRyw==,game 3,-22.29,contraction_revenue,ru,false,25
2022-10-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,-80.04,contraction_revenue,uk,false,25
2022-07-01,Veep00i4vvZbTAVD6GMoiA==,game 3,-31.26,contraction_revenue,uk,false,38
2022-09-01,Veep00i4vvZbTAVD6GMoiA==,game 3,-49.53,contraction_revenue,uk,false,38
2022-11-01,Veep00i4vvZbTAVD6GMoiA==,game 3,-14.85,contraction_revenue,uk,false,38
2022-09-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,-220.08,contraction_revenue,uk,false,24
2022-10-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,-158.67,contraction_revenue,uk,false,24
2022-12-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,-84.75,contraction_revenue,uk,false,24
2022-09-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,-72.54,contraction_revenue,uk,false,18
2022-10-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,-67.08,contraction_revenue,uk,false,18
2022-12-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,-76.80,contraction_revenue,ru,false,25
2022-11-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,-21.9,contraction_revenue,uk,false,25
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,-55.02,contraction_revenue,uk,false,16
2022-10-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,-36.03,contraction_revenue,uk,false,16
2022-09-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,-12.15,contraction_revenue,uk,false,20
2022-11-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,-18.93,contraction_revenue,uk,false,20
2022-11-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,-39.24,contraction_revenue,uk,false,24
2022-07-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,-76.92,contraction_revenue,ru,false,17
2022-09-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,-24.33,contraction_revenue,ru,false,17
2022-11-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,-35.70,contraction_revenue,ru,false,20
2022-10-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,-19.74,contraction_revenue,uk,false,23
2022-12-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,-30.90,contraction_revenue,uk,false,23
2022-08-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,-26.31,contraction_revenue,uk,false,26
2022-11-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,-17.67,contraction_revenue,uk,false,26
2022-12-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,-13.98,contraction_revenue,uk,false,26
2022-05-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,-73.29,contraction_revenue,uk,false,20
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,-15.06,contraction_revenue,uk,false,20
2022-08-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,-13.47,contraction_revenue,uk,false,20
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,-35.88,contraction_revenue,ru,true,21
2022-08-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,-12.6,contraction_revenue,ru,true,21
2022-10-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,-27.30,contraction_revenue,ru,true,21
2022-12-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,-20.88,contraction_revenue,ru,true,21
2022-08-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,-18.48,contraction_revenue,uk,false,38
2022-10-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,-16.35,contraction_revenue,uk,false,38
2022-10-01,XqdSNtx2TLDI6FMex45KTw==,game 3,-17.13,contraction_revenue,uk,false,33
2022-09-01,xSi5UajdkNHXppWOTm6g8w==,game 3,-67.56,contraction_revenue,uk,false,20
2022-11-01,xSi5UajdkNHXppWOTm6g8w==,game 3,-78.48,contraction_revenue,uk,false,20
2022-08-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,-17.46,contraction_revenue,ru,false,24
2022-12-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,-55.68,contraction_revenue,ru,false,24
2022-11-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,-28.71,contraction_revenue,uk,false,25
2022-12-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,-18.3,contraction_revenue,uk,false,25
2022-10-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,-47.22,contraction_revenue,uk,false,22
2022-11-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,-33.9,contraction_revenue,uk,false,22
2022-12-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,-72.42,contraction_revenue,uk,false,14
2022-10-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,-34.35,contraction_revenue,uk,false,16
2022-12-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,-93.84,contraction_revenue,uk,false,16
2022-10-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,-17.7,contraction_revenue,uk,false,19
2022-04-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,-20.43,contraction_revenue,uk,false,15
2022-05-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,-15.33,contraction_revenue,uk,false,15
2022-08-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,-34.86,contraction_revenue,uk,false,15
2022-09-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,-20.16,contraction_revenue,uk,false,15
2022-10-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,-17.82,contraction_revenue,ru,true,26
2022-09-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,-79.17,contraction_revenue,uk,false,25
2022-12-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,-12.21,contraction_revenue,uk,false,25
2022-05-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,-27.0,contraction_revenue,ru,false,17
2022-07-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,-18.75,contraction_revenue,ru,false,17
2022-09-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,-67.65,contraction_revenue,ru,false,17
2022-10-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,-41.76,contraction_revenue,ru,false,17
2022-09-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,-25.08,contraction_revenue,ru,false,15
2022-12-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,-100.05,contraction_revenue,ru,false,15
2022-05-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,-16.05,contraction_revenue,uk,false,24
2022-07-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,-14.4,contraction_revenue,uk,false,24
2022-11-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,-20.28,contraction_revenue,uk,false,24
2022-05-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,-38.76,contraction_revenue,uk,false,22
2022-07-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,-71.58,contraction_revenue,uk,false,22
2022-12-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,-50.70,contraction_revenue,uk,false,22
2022-05-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,28.32,expansion_revenue,ru,false,34
2022-06-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,29.07,expansion_revenue,ru,false,34
2022-09-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,48.72,expansion_revenue,ru,false,34
2022-11-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,39.78,expansion_revenue,ru,false,34
2022-06-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,48.21,expansion_revenue,uk,false,31
2022-07-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,52.77,expansion_revenue,uk,false,31
2022-10-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,35.73,expansion_revenue,uk,false,31
2022-11-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,72.93,expansion_revenue,uk,false,31
2022-10-01,"1BBMagZRq/39AV1l2rm4Iw==",game 3,55.80,expansion_revenue,ru,false,23
2022-11-01,"1BBMagZRq/39AV1l2rm4Iw==",game 3,148.14,expansion_revenue,ru,false,23
2022-08-01,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,21.18,expansion_revenue,ru,false,25
2022-10-01,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,46.98,expansion_revenue,ru,false,25
2022-12-01,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,38.37,expansion_revenue,ru,false,25
2022-10-01,"1KzlDBp5hORL7Y5PBaB+0g==",game 3,77.19,expansion_revenue,uk,false,22
2022-12-01,"1tIsLi6U0zW1RIuaViNanA==",game 3,69.48,expansion_revenue,uk,false,20
2022-07-01,"2FYEYdoJMUOtbJ6TruruWA==",game 3,24.84,expansion_revenue,ru,false,20
2022-10-01,"2KL9Q4TKLCcD4cngwhx6Dg==",game 3,56.04,expansion_revenue,ru,false,18
2022-12-01,"2onLVyXEEj2aH+D4N9ldYQ==",game 3,106.38,expansion_revenue,uk,false,16
2022-05-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,72.06,expansion_revenue,uk,false,23
2022-07-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,38.10,expansion_revenue,uk,false,23
2022-10-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,21.87,expansion_revenue,uk,false,23
2022-04-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,81.42,expansion_revenue,ru,false,16
2022-06-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,34.35,expansion_revenue,ru,false,16
2022-07-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,50.58,expansion_revenue,ru,false,16
