"payment_month","user_id","game_name","revenue_amount","revenue_type","language","has_older_device_model","age"
2022-03-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,16.14,revenue,uk,true,18
2022-04-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,18.42,revenue,uk,true,18
2022-05-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,24.99,revenue,uk,true,18
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,41.85,revenue,uk,true,18
2022-06-01,JBV4ilPNTtWevrqq146kyg==,game 3,16.38,revenue,uk,false,43
2022-07-01,JBV4ilPNTtWevrqq146kyg==,game 3,34.59,revenue,uk,false,43
2022-05-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,15.06,revenue,uk,false,36
2022-08-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,26.31,revenue,uk,false,36
2022-11-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,12.6,revenue,uk,false,36
2022-12-01,jM8s8LsWXTBSKnIgg7UVjQ==,game 3,12.6,revenue,uk,false,30
2022-03-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,122.64,revenue,uk,false,25
2022-04-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,56.16,revenue,uk,false,25
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,18.06,revenue,uk,false,25
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,63.39,revenue,uk,false,25
2022-08-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,56.10,revenue,uk,false,25
2022-10-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,46.89,revenue,uk,false,25
2022-11-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,59.04,revenue,uk,false,25
2022-09-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,12.12,revenue,uk,false,30
2022-10-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,40.92,revenue,uk,false,30
2022-11-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,58.32,revenue,uk,false,30
2022-07-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,15.45,revenue,ru,false,34
2022-08-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,13.65,revenue,ru,false,34
2022-09-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,49.89,revenue,ru,false,34
2022-10-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,55.50,revenue,ru,false,34
2022-11-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,16.44,revenue,ru,false,34
2022-03-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,17.46,revenue,uk,false,20
2022-04-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,58.44,revenue,uk,false,20
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,54.27,revenue,uk,false,20
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,66.45,revenue,uk,false,20
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,36.21,revenue,uk,false,20
2022-08-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,24.09,revenue,uk,false,20
2022-09-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,42.39,revenue,uk,false,20
2022-10-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,78.48,revenue,uk,false,20
2022-11-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,25.38,revenue,uk,false,20
2022-12-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,39.99,revenue,uk,false,20
2022-08-01,JZddlB04roDQYT2zrRPBcA==,game 3,12.45,revenue,uk,false,44
2022-10-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,24.96,revenue,uk,false,21
2022-11-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,18.12,revenue,uk,false,21
2022-04-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,41.46,revenue,ru,false,19
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,13.26,revenue,ru,false,19
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,14.64,revenue,ru,false,19
2022-07-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,38.07,revenue,ru,false,19
2022-09-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,31.53,revenue,ru,false,19
2022-10-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,16.83,revenue,ru,false,19
2022-08-01,kAGCRMpNBghYDdEZ7r3Ptg==,game 2,12.93,revenue,en,false,31
2022-10-01,KFO5m0KyIyGE1D5YZHC8Wg==,game 1,25.71,revenue,uk,true,21
2022-12-01,kGxMA4SONgR8wL4JeeX8PQ==,game 3,32.37,revenue,uk,false,23
2022-10-01,k+mv8oxK5y+607GU9LGO+A==,game 3,49.65,revenue,uk,false,17
2022-11-01,k+mv8oxK5y+607GU9LGO+A==,game 3,32.76,revenue,uk,false,17
2022-10-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,72.36,revenue,ru,false,16
2022-11-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,65.40,revenue,ru,false,16
2022-12-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,47.88,revenue,ru,false,16
2022-03-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,38.10,revenue,ru,false,15
2022-04-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,59.73,revenue,ru,false,15
2022-12-01,L3waZ4UDUTOCMfVcL29lGQ==,game 3,45.06,revenue,en,false,29
2022-07-01,L8+KU8u6xftnkFVO501X7w==,game 3,14.04,revenue,uk,false,30
2022-08-01,L8+KU8u6xftnkFVO501X7w==,game 3,14.55,revenue,uk,false,30
2022-04-01,lCD23Awt3KotauWenCRr5w==,game 3,47.94,revenue,uk,false,20
2022-05-01,lCD23Awt3KotauWenCRr5w==,game 3,90.75,revenue,uk,false,20
2022-07-01,lCD23Awt3KotauWenCRr5w==,game 3,22.98,revenue,uk,false,20
2022-05-01,lGI5+OCzV6nnDMpyZWtZAg==,game 3,17.25,revenue,ru,false,18
2022-10-01,lHTzlMgVj6HJZc31yCCDng==,game 3,46.29,revenue,uk,false,19
2022-11-01,lHTzlMgVj6HJZc31yCCDng==,game 3,14.73,revenue,uk,false,19
2022-08-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,69.18,revenue,uk,false,20
2022-09-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,66.33,revenue,uk,false,20
2022-10-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,23.79,revenue,uk,false,20
2022-12-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,31.38,revenue,uk,false,20
2022-09-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,15.78,revenue,uk,false,23
2022-10-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,29.31,revenue,uk,false,23
2022-11-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,50.76,revenue,uk,false,23
2022-12-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,45.60,revenue,uk,false,23
2022-05-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,13.2,revenue,uk,false,29
2022-11-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,29.16,revenue,uk,false,29
2022-12-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,36.6,revenue,uk,false,29
2022-12-01,LuDHi0aoGmgpUtTGreh0fQ==,game 3,12.09,revenue,uk,true,22
2022-04-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,82.23,revenue,uk,false,21
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,18.66,revenue,uk,false,21
2022-07-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,93.36,revenue,uk,false,21
2022-08-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,58.50,revenue,uk,false,21
2022-11-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,13.08,revenue,uk,false,21
2022-12-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,33.09,revenue,uk,false,21
2022-11-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,68.43,revenue,uk,true,25
2022-12-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,37.14,revenue,uk,true,25
2022-05-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,86.46,revenue,ru,true,17
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,18.54,revenue,ru,true,17
2022-07-01,lx3SsUV7NOrv93tCexVp5A==,game 3,36.21,revenue,uk,false,16
2022-08-01,lx3SsUV7NOrv93tCexVp5A==,game 3,17.22,revenue,uk,false,16
2022-09-01,lx3SsUV7NOrv93tCexVp5A==,game 3,23.85,revenue,uk,false,16
2022-10-01,lx3SsUV7NOrv93tCexVp5A==,game 3,29.85,revenue,uk,false,16
2022-12-01,lx3SsUV7NOrv93tCexVp5A==,game 3,16.2,revenue,uk,false,16
2022-07-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,22.77,revenue,uk,false,30
2022-08-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,18.84,revenue,uk,false,30
2022-11-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,13.89,revenue,uk,false,30
2022-09-01,MAkig8NeMsTs73r6K0uDpA==,game 3,14.55,revenue,uk,false,20
2022-10-01,MAkig8NeMsTs73r6K0uDpA==,game 3,48.27,revenue,uk,false,20
2022-11-01,MAkig8NeMsTs73r6K0uDpA==,game 3,45.72,revenue,uk,false,20
2022-12-01,MAkig8NeMsTs73r6K0uDpA==,game 3,18.0,revenue,uk,false,20
2022-08-01,mcbWtEz8ADI9GXCi1lfaSA==,game 3,16.05,revenue,uk,true,17
2022-11-01,mEqQ5vHXzsdrqHAQT3zs+g==,game 3,12.54,revenue,uk,true,25
2022-12-01,mEqQ5vHXzsdrqHAQT3zs+g==,game 3,14.88,revenue,uk,true,25
2022-08-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,26.70,revenue,uk,false,32
2022-09-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,27.12,revenue,uk,false,32
2022-10-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,31.17,revenue,uk,false,32
2022-11-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,22.14,revenue,uk,false,32
2022-10-01,MJrNeNCAIVBe/OSRGhrelw==,game 3,69.78,revenue,uk,true,21
2022-09-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,15.33,revenue,ru,false,27
2022-11-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,21.45,revenue,ru,false,27
2022-12-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,12.72,revenue,ru,false,27
2022-10-01,mq7MyR1XHK5rM4mgtKjsgg==,game 3,12.51,revenue,uk,false,40
2022-05-01,MRcEXu/KG95hsIyJM/816A==,game 3,37.98,revenue,uk,false,32
2022-06-01,MRcEXu/KG95hsIyJM/816A==,game 3,23.4,revenue,uk,false,32
2022-07-01,MRcEXu/KG95hsIyJM/816A==,game 3,14.73,revenue,uk,false,32
2022-08-01,MRcEXu/KG95hsIyJM/816A==,game 3,26.13,revenue,uk,false,32
2022-09-01,MRcEXu/KG95hsIyJM/816A==,game 3,14.67,revenue,uk,false,32
2022-10-01,MRcEXu/KG95hsIyJM/816A==,game 3,32.10,revenue,uk,false,32
2022-11-01,MRcEXu/KG95hsIyJM/816A==,game 3,37.92,revenue,uk,false,32
2022-10-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,43.68,revenue,ru,false,29
2022-11-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,17.28,revenue,ru,false,29
2022-12-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,50.28,revenue,ru,false,29
2022-08-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,68.43,revenue,uk,false,14
2022-09-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,27.54,revenue,uk,false,14
2022-10-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,68.58,revenue,uk,false,14
2022-11-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,28.08,revenue,uk,false,14
2022-12-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,32.22,revenue,uk,false,14
2022-08-01,mTha7D/MRe45dQaUAEKV3g==,game 3,14.73,revenue,uk,false,42
2022-08-01,mXihLMwkG8RgO1jsFnJXnA==,game 3,12.75,revenue,uk,false,32
2022-09-01,mXihLMwkG8RgO1jsFnJXnA==,game 3,26.31,revenue,uk,false,32
2022-11-01,mY631USB1Y3/I1dHNhoEyA==,game 3,15.3,revenue,uk,false,22
2022-12-01,mY631USB1Y3/I1dHNhoEyA==,game 3,36.36,revenue,uk,false,22
2022-10-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,77.70,revenue,ru,false,16
2022-11-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,42.57,revenue,ru,false,16
2022-12-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,25.74,revenue,ru,false,16
2022-12-01,n8oSWohH4Vi8muIgqbRC+Q==,game 3,26.7,revenue,uk,false,14
2022-11-01,NBaV27MmzBu99zAeNFSjUA==,game 3,12.6,revenue,uk,false,26
2022-12-01,NBaV27MmzBu99zAeNFSjUA==,game 3,13.38,revenue,uk,false,26
2022-10-01,nfIwLLLuemHymdg1HYidrA==,game 3,72.78,revenue,uk,false,19
2022-11-01,nfIwLLLuemHymdg1HYidrA==,game 3,64.50,revenue,uk,false,19
2022-12-01,nfIwLLLuemHymdg1HYidrA==,game 3,13.92,revenue,uk,false,19
2022-07-01,ngOdQ8biXsraLxTHS862fw==,game 3,13.92,revenue,ru,false,25
2022-07-01,ni2+3lFt9yVqbt5Vtc8BMQ==,game 3,17.76,revenue,uk,false,18
2022-11-01,njexPkl3G77JLZwwcq2UVA==,game 3,28.08,revenue,uk,false,28
2022-12-01,njexPkl3G77JLZwwcq2UVA==,game 3,18.03,revenue,uk,false,28
2022-04-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,19.11,revenue,ru,true,20
2022-05-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,40.62,revenue,ru,true,20
2022-08-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,42.84,revenue,ru,true,20
2022-10-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,30.57,revenue,ru,true,20
2022-11-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,31.08,revenue,ru,true,20
2022-03-01,NMmQVq8bB84KydONJjvTfQ==,game 3,15.33,revenue,uk,true,18
2022-07-01,NntDesROB4ANrudTCXEScA==,game 3,39.12,revenue,ru,false,37
2022-10-01,NntDesROB4ANrudTCXEScA==,game 3,47.79,revenue,ru,false,37
2022-11-01,NntDesROB4ANrudTCXEScA==,game 3,27.63,revenue,ru,false,37
2022-09-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,40.38,revenue,uk,false,25
2022-11-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,18.39,revenue,uk,false,25
2022-12-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,65.64,revenue,uk,false,25
2022-09-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,121.02,revenue,uk,false,22
2022-10-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,53.82,revenue,uk,false,22
2022-11-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,71.10,revenue,uk,false,22
2022-12-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,108.69,revenue,uk,false,22
2022-04-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,31.68,revenue,uk,false,24
2022-05-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,70.08,revenue,uk,false,24
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,65.25,revenue,uk,false,24
2022-07-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,83.70,revenue,uk,false,24
2022-08-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,15.33,revenue,uk,false,24
2022-09-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,17.16,revenue,uk,false,24
2022-10-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,60.03,revenue,uk,false,24
2022-11-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,15.21,revenue,uk,false,24
2022-12-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,125.28,revenue,uk,false,24
2022-10-01,nS8ODZHVyaod50PqOekmOw==,game 3,12.6,revenue,ru,false,44
2022-03-01,o55dseByUOl9s5IQCz1kuQ==,game 3,23.16,revenue,uk,false,22
2022-04-01,o55dseByUOl9s5IQCz1kuQ==,game 3,86.88,revenue,uk,false,22
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,game 3,16.44,revenue,uk,false,22
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,game 3,13.26,revenue,uk,false,22
2022-07-01,o55dseByUOl9s5IQCz1kuQ==,game 3,15.03,revenue,uk,false,22
2022-08-01,o55dseByUOl9s5IQCz1kuQ==,game 3,15.42,revenue,uk,false,22
2022-08-01,O6owe/pXDy1Bk5nfxuCZyw==,game 3,39.30,revenue,ru,false,20
2022-09-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,22.14,revenue,uk,false,22
2022-10-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,17.64,revenue,uk,false,22
2022-11-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,42.15,revenue,uk,false,22
2022-12-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,118.80,revenue,uk,false,22
2022-04-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,21.33,revenue,en,false,20
2022-05-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,75.90,revenue,en,false,20
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,98.37,revenue,en,false,20
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,56.04,revenue,en,false,20
2022-08-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,58.02,revenue,en,false,20
2022-09-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,35.67,revenue,en,false,20
2022-12-01,oKLGTNuEKW70rLmudZaTGQ==,game 3,32.25,revenue,uk,false,18
2022-12-01,omF221BxDxXFh233yUEVeQ==,game 3,22.8,revenue,uk,false,27
2022-07-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,12.42,revenue,uk,false,30
2022-08-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.2,revenue,uk,false,30
2022-11-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.53,revenue,uk,false,30
2022-12-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.53,revenue,uk,false,30
2022-04-01,orbgZNBGuhZZx63HTAbyIw==,game 3,62.13,revenue,uk,false,25
2022-05-01,orbgZNBGuhZZx63HTAbyIw==,game 3,155.97,revenue,uk,false,25
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,game 3,117.48,revenue,uk,false,25
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,game 3,69.15,revenue,uk,false,25
2022-08-01,orbgZNBGuhZZx63HTAbyIw==,game 3,141.48,revenue,uk,false,25
2022-09-01,orbgZNBGuhZZx63HTAbyIw==,game 3,54.45,revenue,uk,false,25
2022-10-01,orbgZNBGuhZZx63HTAbyIw==,game 3,35.76,revenue,uk,false,25
2022-09-01,ORSvkhCut21rsk0cVtJfJA==,game 3,146.25,revenue,uk,false,21
2022-10-01,ORSvkhCut21rsk0cVtJfJA==,game 3,47.61,revenue,uk,false,21
2022-11-01,ORSvkhCut21rsk0cVtJfJA==,game 3,35.31,revenue,uk,false,21
2022-12-01,ORSvkhCut21rsk0cVtJfJA==,game 3,56.22,revenue,uk,false,21
2022-08-01,+osJakLn8jv4bzFmPieelw==,game 3,13.29,revenue,uk,false,30
2022-09-01,+osJakLn8jv4bzFmPieelw==,game 3,43.92,revenue,uk,false,30
2022-10-01,+osJakLn8jv4bzFmPieelw==,game 3,21.06,revenue,uk,false,30
2022-11-01,+osJakLn8jv4bzFmPieelw==,game 3,12.45,revenue,uk,false,30
2022-12-01,+osJakLn8jv4bzFmPieelw==,game 3,31.32,revenue,uk,false,30
2022-07-01,OtAfKAtIU2D/ISKleQ64ug==,game 3,14.55,revenue,uk,false,38
2022-12-01,OU1FxSli7e6szUGr2+7M9A==,game 3,75.39,revenue,uk,false,25
2022-04-01,OwODWxXcsV4bBnhONiLkwg==,game 3,14.37,revenue,uk,false,25
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,17.76,revenue,ru,false,18
2022-07-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,28.35,revenue,ru,false,18
2022-08-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,36.54,revenue,ru,false,18
2022-10-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,42.90,revenue,ru,false,18
2022-12-01,OYDRFRAiT1uYAqbWXOwRfw==,game 3,82.14,revenue,en,false,24
2022-07-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,22.02,revenue,uk,false,25
2022-08-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,14.85,revenue,uk,false,25
2022-10-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,39.69,revenue,uk,false,25
2022-12-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,58.35,revenue,uk,false,25
2022-12-01,pA81NE5UM892xwiOsE375g==,game 3,27.84,revenue,uk,false,19
2022-05-01,pLOCMIX+imLIzoDehgdOPA==,game 3,68.16,revenue,uk,false,22
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,game 3,55.53,revenue,uk,false,22
2022-07-01,pLOCMIX+imLIzoDehgdOPA==,game 3,151.44,revenue,uk,false,22
2022-08-01,pLOCMIX+imLIzoDehgdOPA==,game 3,129.75,revenue,uk,false,22
2022-09-01,pLOCMIX+imLIzoDehgdOPA==,game 3,109.89,revenue,uk,false,22
2022-10-01,pLOCMIX+imLIzoDehgdOPA==,game 3,46.80,revenue,uk,false,22
2022-11-01,pLOCMIX+imLIzoDehgdOPA==,game 3,61.92,revenue,uk,false,22
2022-12-01,pLOCMIX+imLIzoDehgdOPA==,game 3,41.85,revenue,uk,false,22
2022-03-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,15.66,revenue,uk,false,14
2022-05-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,95.52,revenue,uk,false,14
2022-07-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,54.30,revenue,uk,false,14
2022-10-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,47.46,revenue,uk,false,14
2022-07-01,psERjQAamFwr88Zadc4wcQ==,game 3,13.08,revenue,ru,false,22
2022-08-01,PWvj9YoQTtX9FGLgG1CWJQ==,game 3,18.69,revenue,uk,false,16
2022-08-01,PydH3c1l9bUvwz7hsiaBOg==,game 3,32.55,revenue,uk,false,17
2022-09-01,PydH3c1l9bUvwz7hsiaBOg==,game 3,55.17,revenue,uk,false,17
2022-03-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,36.51,revenue,ru,false,24
2022-04-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,19.5,revenue,ru,false,24
2022-05-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,39.6,revenue,ru,false,24
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,89.61,revenue,ru,false,24
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,52.77,revenue,ru,false,24
2022-08-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,36.57,revenue,ru,false,24
2022-09-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,36.45,revenue,uk,false,34
2022-10-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,19.23,revenue,uk,false,34
2022-11-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,13.74,revenue,uk,false,34
2022-12-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,15.9,revenue,uk,false,34
2022-11-01,Q0GNgLhqfwwVwtvQhJt58A==,game 3,21.24,revenue,ru,false,24
2022-12-01,Q0GNgLhqfwwVwtvQhJt58A==,game 3,56.58,revenue,ru,false,24
2022-10-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,27.18,revenue,uk,false,17
2022-11-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,15.78,revenue,uk,false,17
2022-12-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,74.85,revenue,uk,false,17
2022-08-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,115.14,revenue,uk,false,15
2022-09-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,61.98,revenue,uk,false,15
2022-10-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,33.0,revenue,uk,false,15
2022-12-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,65.46,revenue,uk,false,15
2022-05-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,21.84,revenue,uk,false,20
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,32.04,revenue,uk,false,20
2022-07-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,78.78,revenue,uk,false,20
2022-08-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,48.51,revenue,uk,false,20
2022-09-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,77.04,revenue,uk,false,20
2022-10-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,17.67,revenue,uk,false,20
2022-11-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,29.85,revenue,uk,false,20
2022-12-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,28.32,revenue,uk,false,20
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,52.83,revenue,ru,false,37
2022-07-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,86.91,revenue,ru,false,37
2022-08-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,42.87,revenue,ru,false,37
2022-09-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,16.98,revenue,ru,false,37
2022-11-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,27.18,revenue,ru,false,37
2022-12-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,41.94,revenue,ru,false,37
2022-12-01,qn61TOwEB0RbKsB+v0D9tw==,game 3,17.07,revenue,ru,false,16
2022-06-01,QoHEss2e+b385deeX2p39Q==,game 3,41.04,revenue,ru,false,22
2022-07-01,QoHEss2e+b385deeX2p39Q==,game 3,99.48,revenue,ru,false,22
2022-08-01,QoHEss2e+b385deeX2p39Q==,game 3,71.43,revenue,ru,false,22
2022-09-01,QoHEss2e+b385deeX2p39Q==,game 3,59.07,revenue,ru,false,22
2022-10-01,QoHEss2e+b385deeX2p39Q==,game 3,13.47,revenue,ru,false,22
2022-05-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,40.17,revenue,ru,false,19
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,36.84,revenue,ru,false,19
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,27.03,revenue,ru,false,19
2022-08-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,41.31,revenue,ru,false,19
2022-09-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,50.91,revenue,ru,false,19
2022-05-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,17.64,revenue,uk,false,21
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,72.48,revenue,uk,false,21
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,46.89,revenue,uk,false,21
